gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RFX7	204396	432	-2	587680	118720	0	0	0	0	50	0	2477840	1	1
RFX8	NaN	NaN	NaN	200560	34000	0	0	0	0	50	4	4529760	1	1
RFXANK	940952	232	17	106560	23840	0	0	0	0	50	2	2395360	1	1
RFXAP	191525	731	-15	109600	22720	0	0	0	0	50	2	2609280	1	1
RG9MTD1	549735	614	11	169280	25280	0	0	0	0	50	0	2388960	1	1
RG9MTD2	331308	847	9	147360	20960	0	0	0	0	50	1	2081520	1	1
RG9MTD3	489340	453	23	136000	21280	0	0	0	0	50	1	1984160	1	1
RGAG1	100181	NaN	21	523920	144080	0	0	0	0	50	0	2513120	1	1
RGL1	493691	597	14	336400	61040	0	0	0	0	50	0	2242480	1	1
RGL2	1456953	262	30	302720	81600	0	0	0	0	50	1	2483360	1	1
RGL4	610486	266	30	192160	41760	0	0	0	0	50	1	2308720	1	1
RGMA	243187	484	-19	182480	42640	0	0	0	0	50	2	2484480	1	1
RGMB	141802	729	11	190880	41600	0	0	0	0	22	0	1216240	1	1
RGN	830380	NaN	52	124480	23360	0	0	0	0	50	2	2197120	1	1
RGNEF	279980	577	39	724160	130240	0	0	0	0	42	3	1756720	1	1
RGP1	922448	190	48	171040	41920	0	0	0	0	50	0	2499920	1	1
RGPD1	NaN	NaN	NaN	1457680	250160	0	0	0	0	13	0	897200	1	1
RGPD2	177375	633	3	1462320	253200	0	0	0	0	50	0	2333200	1	1
RGPD3	NaN	NaN	NaN	731360	127360	0	0	0	0	50	4	4623120	1	1
RGPD4	NaN	NaN	NaN	731760	126960	0	0	0	0	50	4	4622720	1	1
RGPD5	341807	568	18	2230160	393520	0	0	0	0	5	0	539280	1	1
RGPD6	281803	568	17	1497760	263840	0	0	0	0	7	0	540720	1	1
RGPD8	NaN	NaN	NaN	732400	129680	0	0	0	0	50	4	4625440	1	1
RGR	216056	869	-4	119360	26880	0	0	0	0	50	2	2174880	1	1
RGS1	269711	604	-12	89120	14560	0	0	0	0	50	1	2044880	1	1
RGS10	825813	217	22	81760	10240	0	0	0	0	50	2	1639280	1	1
RGS11	1340678	205	43	195280	40560	0	0	1	0	50	6	2557520	1	1
RGS12	570419	412	48	589920	127200	0	0	1	0	50	1	2757440	1	1
RGS13	306250	526	-13	70320	9040	0	0	0	0	5	0	155120	1	1
RGS14	942017	227	53	228720	52400	0	0	0	0	50	2	2321920	1	1
RGS16	597206	812	-3	84480	15520	0	0	0	0	50	2	2493040	1	1
RGS17	158803	677	1	89920	13920	0	0	0	0	50	0	2345200	1	1
RGS18	96080	925	-20	100800	15040	0	0	0	0	50	0	2270720	1	1
RGS19	1032302	312	51	90240	17600	0	0	0	0	50	2	2444720	1	1
RGS2	307992	477	-15	91840	12800	0	0	0	0	50	2	2602320	1	1
RGS20	266629	345	18	164400	37200	0	0	0	0	50	1	2323840	1	1
RGS21	123814	860	-26	66480	9520	0	0	0	0	50	1	2372800	1	1
RGS22	290819	449	22	543280	81200	0	0	0	0	50	1	2505440	1	1
RGS3	408310	330	38	575040	123680	0	0	0	0	50	0	2218320	1	1
RGS4	315405	691	-14	129200	19440	0	0	0	0	50	1	1961520	1	1
RGS5	194452	794	-8	78480	11440	0	0	0	0	50	1	2218560	1	1
RGS6	101461	823	26	205040	32240	0	0	0	0	50	2	2251280	1	1
RGS7	134467	834	-27	212400	32720	0	0	0	0	50	2	2196320	1	1
RGS7BP	78559	688	-3	107360	19680	0	0	0	0	50	0	2000000	1	1
RGS8	650082	702	23	88160	15520	0	0	0	0	50	1	2234720	1	1
RGS9	391807	516	-16	290800	53200	0	0	0	0	50	1	2918880	1	1
RGS9BP	380440	455	-45	87360	25920	0	0	0	0	50	3	2231840	1	1
RGSL1	NaN	NaN	NaN	459200	70880	0	0	0	0	50	4	4566640	1	1
RHAG	66931	1248	-6	168160	34720	0	0	0	0	50	0	1912640	1	1
RHBDD1	221611	573	11	132160	23360	0	0	0	0	50	2	2011360	1	1
RHBDD2	1054488	218	59	139360	38080	0	0	0	0	50	0	2493040	1	1
RHBDD3	854820	251	51	144880	44080	0	0	0	0	50	2	2431760	1	1
RHBDF1	1005761	238	36	347040	74720	0	0	0	0	50	1	1939440	1	1
RHBDF2	1202221	197	29	349280	72960	0	0	0	0	50	0	2465760	1	1
RHBDL1	1207790	194	33	172800	42080	0	0	0	0	50	1	2640320	1	1
RHBDL2	603263	318	27	126640	23120	0	0	0	0	50	0	2128560	1	1
RHBDL3	671605	271	22	163520	36320	0	0	0	0	50	2	2215600	1	1
RHBG	2199280	201	27	182160	44400	0	0	0	0	50	3	2911040	1	1
RHCE	667862	185	32	172960	33760	0	0	0	0	50	0	2210800	1	1
RHCG	747784	363	22	196080	41040	0	0	0	0	50	1	3333840	1	1
RHD	642678	270	36	169360	37360	0	0	0	0	50	1	2340400	1	1
RHEB	660831	196	32	79440	13840	0	0	0	0	50	0	2157680	1	1
RHEBL1	1770671	214	65	77920	14880	0	0	0	0	50	1	2907360	1	1
RHO	779764	210	59	141120	29280	0	0	0	0	50	0	2201920	1	1
RHOA	1623187	201	33	80960	14720	0	0	0	0	50	1	2246000	1	1
RHOB	621277	189	19	78240	16320	0	0	0	0	50	2	2421280	1	1
RHOBTB1	99491	403	-13	288480	51840	0	0	0	0	50	0	2518800	1	1
RHOBTB2	740323	241	48	304640	64160	0	0	0	0	50	1	2649120	1	1
RHOBTB3	310056	242	46	258240	42560	0	0	0	0	50	1	2260000	1	1
RHOC	559669	325	27	79760	15920	0	0	0	0	50	2	2628800	1	1
RHOD	1615307	162	47	85760	18400	0	0	0	0	50	2	2410160	1	1
RHOF	826816	195	43	86000	18640	0	0	0	0	50	1	2210400	1	1
RHOG	425863	258	23	75760	17040	0	0	0	0	50	1	2172480	1	1
RHOH	486675	348	48	76160	16000	0	0	0	0	50	2	2323760	1	1
RHOJ	143550	637	-13	90480	15280	0	0	0	0	50	0	2224160	1	1
RHOQ	595763	213	36	85200	16240	0	0	0	0	50	0	2798160	1	1
RHOT1	675374	312	21	296560	48400	0	0	0	0	50	0	2853200	1	1
RHOT2	1207790	194	33	252720	56240	0	0	0	0	50	1	2640320	1	1
RHOU	689585	450	9	103360	22240	0	0	0	0	50	0	1905760	1	1
RHOV	1036414	172	51	93040	22000	0	0	0	0	50	3	2352880	1	1
RHOXF1	NaN	NaN	NaN	75040	15360	0	0	0	0	50	4	4511120	1	1
RHOXF2	NaN	NaN	NaN	237120	44160	0	0	0	0	50	4	4539920	1	1
RHOXF2B	800534	NaN	23	237120	44160	0	0	0	0	50	2	2908800	1	1
RHPN1	1882843	237	35	267440	63600	0	0	0	0	50	2	2590880	1	1
RIBC1	920771	NaN	70	164000	27520	0	0	0	0	50	0	2393520	1	1
RIBC2	460724	199	8	160880	24560	0	0	0	0	50	0	2236880	1	1
RIC3	244487	555	19	152400	28240	0	0	0	0	50	0	2178400	1	1
RIC8A	1463610	437	24	215200	48800	0	0	0	0	50	2	2111120	1	1
RIC8B	230956	396	11	215520	39680	0	0	0	0	50	4	2792800	1	1
RICH2	91679	790	-62	336080	69840	0	0	0	0	50	0	2674000	1	1
RICTOR	193512	336	-2	716000	128320	0	0	0	0	50	1	3273200	1	1
RIF1	228411	589	19	1029360	180080	0	0	0	0	50	1	1868800	1	1
RILP	1361271	198	27	158480	38960	0	0	0	0	50	0	2412560	1	1
RILPL1	1039355	424	49	167360	30400	0	0	0	0	50	0	2970880	1	1
RILPL2	1129277	177	47	86480	17200	0	0	0	0	50	0	2292480	1	1
RIMBP2	225009	632	-35	423920	92400	0	0	0	0	50	0	2933760	1	1
RIMBP3	616215	NaN	23	634320	152880	0	0	0	0	14	2	786560	1	1
RIMBP3B	NaN	NaN	NaN	1269680	304720	0	0	0	0	13	0	951760	1	1
RIMBP3C	572259	221	26	1269680	304720	0	0	0	0	50	0	2723600	1	1
RIMKLA	573046	574	22	157120	33600	0	0	0	0	50	3	2090080	1	1
RIMKLB	302894	262	17	157200	31760	0	0	0	0	50	1	2388000	1	1
RIMS1	35104	964	-12	712960	146560	0	0	0	0	50	1	2809920	1	1
RIMS2	198819	1035	-8	581200	112560	0	0	0	0	50	2	2304000	1	1
RIMS3	678456	421	20	123360	28800	0	0	0	0	50	0	2513600	1	1
RIMS4	942798	168	40	108960	23840	0	0	0	0	50	2	2711840	1	1
RIN1	2048585	182	54	301120	80960	0	0	0	0	50	0	2754320	1	1
RIN2	213905	508	0	363680	73120	0	0	0	0	50	0	2223440	1	1
RIN3	447158	623	42	389840	89200	0	0	0	0	50	1	2673040	1	1
RING1	1474628	377	24	159200	40000	0	0	0	0	50	3	2713680	1	1
RINL	1989663	219	30	178560	44000	0	0	0	0	50	2	2567600	1	1
RINT1	454408	172	36	332640	56960	0	0	0	0	50	2	2329680	1	1
RIOK1	789838	250	17	247360	36000	0	0	0	0	50	1	2494560	1	1
RIOK2	381706	614	28	238160	37200	0	0	0	0	50	1	3254080	1	1
RIOK3	311512	215	57	223040	34240	0	0	0	0	50	1	2272400	1	1
RIPK1	437184	268	41	281760	46560	0	0	0	0	50	2	2011600	1	1
RIPK2	251042	447	5	226320	39760	0	0	0	0	50	0	2453680	1	1
RIPK3	897133	265	40	210320	44560	0	0	0	0	50	2	2995600	1	1
RIPK4	302894	182	30	309520	72080	0	0	0	0	50	3	2730720	1	1
RIPPLY1	148608	NaN	22	62320	12880	0	0	0	0	44	4	1525680	1	1
RIPPLY2	108781	870	-22	53920	9920	0	0	0	0	50	0	2254000	1	1
RIT1	2096440	179	32	91360	17440	0	0	0	0	50	2	2157920	1	1
RIT2	4853	1195	-57	92480	14720	0	0	0	0	50	0	2357440	1	1
RLBP1	649712	400	25	132960	24160	0	0	0	0	50	0	2700640	1	1
RLF	698659	303	25	800480	123520	0	0	0	0	50	1	2741680	1	1
RLIM	289586	NaN	13	250480	51440	0	0	0	0	50	0	2156480	1	1
RLN1	398278	629	13	76960	12960	0	0	0	0	50	1	2394240	1	1
RLN2	385172	605	16	91520	15200	0	0	0	0	50	1	2393600	1	1
RLN3	1013197	231	32	56000	13600	0	0	0	0	50	1	2523440	1	1
RLTPR	1065785	147	41	574080	141600	0	0	0	0	50	0	3241520	1	1
RMI1	458954	343	14	257280	43840	0	0	0	0	50	1	2720560	1	1
RMND1	336608	468	30	190080	32960	0	0	0	0	50	1	2216640	1	1
RMND5A	431437	538	16	165600	27680	0	0	0	0	50	3	2290640	1	1
RMND5B	821697	248	39	163600	31280	0	0	0	0	50	0	2705600	1	1
RNASE1	956361	577	8	63200	12800	0	0	0	0	50	1	2688560	1	1
RNASE10	464497	395	17	88640	15360	0	0	0	0	50	1	2360720	1	1
RNASE11	637784	493	22	83600	13040	0	0	0	0	50	2	1846080	1	1
RNASE12	637784	493	22	61680	10000	0	0	0	0	50	2	1846080	1	1
RNASE13	937278	320	20	64240	11760	0	0	0	0	50	0	2289280	1	1
RNASE2	1005555	429	4	65920	12480	0	0	0	0	50	1	2002320	1	1
RNASE3	1070609	561	16	63680	14240	0	0	0	0	50	1	1998080	1	1
RNASE4	709113	577	11	60320	11360	0	0	0	0	50	0	2797040	1	1
RNASE6	956361	577	8	62560	10560	0	0	0	0	50	1	2688560	1	1
RNASE7	937278	320	20	64000	12000	0	0	0	0	50	0	2289280	1	1
RNASE8	937278	320	20	61840	12240	0	0	0	0	50	0	2289280	1	1
RNASE9	637784	493	22	89360	14000	0	0	0	0	50	2	1846080	1	1
RNASEH1	254257	NaN	15	120080	22480	0	0	0	0	50	1	2379120	1	1
RNASEH2A	1937827	226	32	123120	25680	0	0	1	0	3	1	130640	1	1
RNASEH2B	137500	621	34	141280	20960	0	0	0	0	50	1	2265840	1	1
RNASEH2C	4131934	202	53	65120	16000	0	0	0	0	50	0	2451760	1	1
RNASEK	1696302	360	24	40880	7920	0	0	0	0	50	0	1918080	1	1
RNASEL	597206	812	-3	305200	54160	0	0	0	0	50	2	2493040	1	1
RNASEN	191847	649	-9	580320	100800	0	0	0	0	50	2	3062240	1	1
RNASET2	225834	633	18	110160	18640	0	0	0	0	50	1	2128320	1	1
RND1	1655612	214	57	95840	18720	0	0	0	0	50	1	2356400	1	1
RND2	1507064	201	26	91360	20640	0	0	1	0	5	2	199040	1	1
RND3	53679	438	5	103120	17680	0	0	0	0	50	2	2029440	1	1
RNF10	1583841	209	40	337280	62720	0	0	0	0	50	1	2503840	1	1
RNF103	621664	442	36	284400	46800	0	0	0	0	50	0	2185680	1	1
RNF11	503560	305	7	62880	12800	0	0	0	0	50	0	2754560	1	1
RNF111	591201	230	31	402160	79920	0	0	0	0	50	1	2097840	1	1
RNF112	588566	414	6	215200	50080	0	0	0	0	50	1	2086480	1	1
RNF113A	772178	NaN	38	140880	24560	0	0	0	0	50	0	2623760	1	1
RNF113B	470049	470	20	130400	25600	0	0	1	0	50	2	1958800	1	1
RNF114	589377	181	48	96160	17280	0	0	0	0	50	2	2128080	1	1
RNF115	638533	230	36	128080	23440	0	0	0	0	50	0	2543040	1	1
RNF121	737476	311	53	137120	25440	0	0	0	0	50	1	1631120	1	1
RNF122	91655	610	11	67760	10320	0	0	0	0	50	3	2426640	1	1
RNF123	1551582	271	48	540880	114640	0	0	0	0	50	0	2593280	1	1
RNF125	417722	442	28	97360	17680	0	0	0	0	50	1	2941200	1	1
RNF126	1832767	218	10	126320	28560	0	0	0	0	29	2	2019040	1	1
RNF128	149556	NaN	17	227040	48000	0	0	0	0	50	3	2289360	1	1
RNF13	536427	340	14	161920	27200	0	0	0	0	50	0	2530640	1	1
RNF130	1665304	424	17	170160	36560	0	0	0	0	50	4	2899920	1	1
RNF133	53042	1027	6	152000	29280	0	0	0	0	50	1	2567760	1	1
RNF135	585832	178	25	184400	37040	0	0	0	0	50	1	2301280	1	1
RNF138	409393	481	23	106480	16400	0	0	0	0	50	0	3130320	1	1
RNF139	472766	476	28	267040	52800	0	0	0	0	50	0	2613600	1	1
RNF14	696239	321	48	201440	31040	0	0	0	0	50	0	2162240	1	1
RNF141	755456	391	25	96960	17120	0	0	0	0	50	1	3053120	1	1
RNF144A	40925	1103	7	123120	22000	0	0	0	0	50	2	2620480	1	1
RNF144B	322018	573	-11	126800	23600	0	0	0	0	50	0	1663200	1	1
RNF145	123474	225	42	286240	52640	0	0	0	0	50	1	2367360	1	1
RNF146	113326	889	-6	141680	31120	0	0	0	0	50	1	2419040	1	1
RNF148	53042	1027	6	123360	23520	0	0	0	0	50	1	2567760	1	1
RNF149	442031	259	20	160000	36320	0	0	0	0	50	0	2172160	1	1
RNF150	134725	790	-13	177600	36960	0	0	0	0	50	1	2366800	1	1
RNF151	1747301	183	46	99120	21520	0	0	0	0	50	3	2248640	1	1
RNF152	96352	799	-12	79440	18480	0	0	0	0	50	1	2829760	1	1
RNF157	1737490	208	23	281840	56400	0	0	0	0	50	3	3052240	1	1
RNF160	316591	303	34	759280	129840	0	0	0	0	50	0	2007280	1	1
RNF165	452638	289	33	142720	28640	0	0	0	0	50	1	2048800	1	1
RNF166	802673	189	41	98800	19280	0	0	0	0	50	0	2378720	1	1
RNF168	1173736	125	34	237920	40160	0	0	0	0	50	2	2670960	1	1
RNF169	620831	160	37	280400	63440	0	0	0	0	50	1	2349680	1	1
RNF17	486857	629	29	690400	111840	0	0	0	0	13	0	1036640	1	1
RNF170	513134	475	32	135760	25840	0	0	0	0	50	2	2947040	1	1
RNF175	143076	685	18	138560	24480	0	0	0	0	50	1	2106880	1	1
RNF180	56176	941	-5	252080	40560	0	0	0	0	50	2	2136560	1	1
RNF181	1158965	170	43	66160	10640	0	0	0	0	50	0	2306320	1	1
RNF182	256934	590	20	98560	20480	0	0	0	0	50	0	2049920	1	1
RNF183	426351	312	26	75600	17680	0	0	0	0	50	1	2074880	1	1
RNF185	699351	218	41	80640	15840	0	0	0	0	50	3	2649360	1	1
RNF186	559698	259	28	86960	22480	0	0	0	0	50	1	2555680	1	1
RNF187	NaN	NaN	NaN	93680	21520	0	0	0	0	50	4	4517280	1	1
RNF19A	1009773	212	41	344480	64000	0	0	0	0	50	0	2557280	1	1
RNF19B	858954	233	33	298000	62800	0	0	0	0	50	1	2239280	1	1
RNF2	346010	458	-1	143440	22160	0	0	0	0	50	0	2604320	1	1
RNF20	112827	872	-13	415200	65440	0	0	0	0	50	1	3632480	1	1
RNF207	627248	240	31	263040	52320	0	0	0	0	50	1	2104000	1	1
RNF208	1724821	399	43	99040	26720	0	0	0	0	50	1	1940320	1	1
RNF212	739370	247	43	129520	19280	0	0	0	0	50	0	3098720	1	1
RNF213	718251	198	24	2182560	410240	0	0	1	0	50	1	2806000	1	1
RNF214	436617	360	36	289520	57360	0	0	0	0	50	1	2146240	1	1
RNF215	696089	214	57	148080	38480	0	0	0	0	50	2	2645200	1	1
RNF216	1965381	220	47	390720	63040	0	0	0	0	50	0	2335440	1	1
RNF217	120614	269	-24	119200	17280	0	0	0	0	50	0	2201280	1	1
RNF219	58504	954	4	304880	47600	0	0	0	0	50	1	2630720	1	1
RNF220	742455	355	34	232880	47600	0	0	0	0	50	0	2242160	1	1
RNF222	NaN	NaN	NaN	84080	22640	0	0	0	0	50	4	4518400	1	1
RNF24	683635	170	33	74400	11040	0	0	0	0	50	0	2467200	1	1
RNF26	1054477	263	40	164640	43680	0	0	0	0	50	1	2781040	1	1
RNF31	974559	220	41	434480	93680	0	0	0	0	50	0	2817520	1	1
RNF32	299200	635	-10	152160	27200	0	0	0	0	50	1	2305040	1	1
RNF34	650760	244	38	156320	28320	0	0	0	0	50	0	2859760	1	1
RNF38	564580	248	40	209120	45600	0	0	0	0	50	0	2542000	1	1
RNF39	1820240	496	30	160480	44160	0	0	0	0	50	1	2148160	1	1
RNF4	816930	179	39	83760	11760	0	0	0	0	50	1	1958240	1	1
RNF40	1632278	158	61	408720	84400	0	0	0	0	50	2	2793120	1	1
RNF41	2878057	171	43	130720	25120	0	0	0	0	50	1	2933040	1	1
RNF44	607190	318	49	172000	42240	0	0	0	0	50	0	1940480	1	1
RNF5	2119974	392	28	74720	15360	0	0	0	0	50	2	2811520	1	1
RNF6	96737	562	25	276240	54960	0	0	0	0	50	1	2122160	1	1
RNF7	406166	406	29	50560	5440	0	0	0	0	8	0	314320	1	1
RNF8	485024	426	37	216800	36000	0	0	0	0	50	1	2472800	1	1
RNFT1	962470	223	14	182720	32000	0	0	0	0	50	1	2514880	1	1
RNFT2	225255	411	4	190400	40000	0	0	0	0	50	1	2124080	1	1
RNGTT	202476	672	37	255360	41280	0	0	0	0	50	2	2327840	1	1
RNH1	2088403	221	50	187840	40320	0	0	0	0	50	1	2491440	1	1
RNLS	193044	396	33	152080	28240	0	0	0	0	50	2	2438560	1	1
RNMT	142674	697	42	206960	28400	0	0	0	0	50	0	2223680	1	1
RNMTL1	662733	483	10	168000	36320	0	0	0	0	50	0	1911120	1	1
RNPC3	NaN	NaN	NaN	58880	12960	0	0	0	0	50	4	4508720	1	1
RNPEP	751933	168	31	264240	54960	0	0	0	0	50	0	2311600	1	1
RNPS1	2220466	233	46	122960	27760	0	0	0	0	50	1	2637200	1	1
ROBLD3	2005405	213	39	51040	11360	0	0	0	0	50	1	2580560	1	1
ROBO1	72749	790	-19	682080	141280	0	0	1	0	50	3	2374720	1	1
ROBO3	175852	743	14	546480	136560	0	0	0	0	0	0	136560	1	1
ROBO4	175852	743	14	394720	100000	0	0	0	0	0	0	100000	1	1
ROCK1	185443	407	-6	591920	78960	0	0	0	0	50	3	2238160	1	1
ROCK2	495833	170	25	601440	85760	0	0	0	0	50	1	2556320	1	1
ROD1	510989	242	31	227440	48400	0	0	0	0	50	0	2210800	1	1
ROGDI	706891	195	33	120400	24560	0	0	0	0	50	0	2232320	1	1
ROM1	2695768	217	42	133440	36800	0	0	0	0	50	1	2789440	1	1
ROMO1	1423559	169	53	32080	7600	0	0	0	0	50	2	2147440	1	1
ROPN1	244828	450	24	87040	17760	0	0	0	0	50	1	2085840	1	1
ROPN1B	215425	583	27	88160	17280	0	0	0	0	50	1	2573280	1	1
ROPN1L	628188	219	21	96560	17200	0	0	0	0	50	4	2405280	1	1
ROR1	138354	492	-3	380080	76240	0	0	0	0	50	0	2408240	1	1
RORA	231490	883	13	285760	48960	0	0	0	0	50	3	2217920	1	1
RORB	95756	913	-21	195440	31120	0	0	0	0	50	0	2295760	1	1
RORC	1014595	212	33	214640	42320	0	0	0	0	50	1	2100000	1	1
RP1	148553	735	-8	887280	150000	0	0	0	0	50	0	2324880	1	1
RP2	705104	NaN	42	146000	25040	0	0	0	0	50	1	2824160	1	1
RP9	376764	459	15	94960	15120	0	0	0	0	50	2	1952240	1	1
RPA1	1473497	224	18	259360	47040	0	0	0	0	50	4	2713280	1	1
RPA2	891090	272	20	113920	21280	0	0	0	0	50	2	2390000	1	1
RPA3	218130	434	16	52160	8640	0	0	0	0	50	2	2273040	1	1
RPA4	53531	NaN	36	105040	20720	0	0	0	0	50	2	2371280	1	1
RPAIN	1145030	544	24	103360	16320	0	0	0	0	50	2	2534480	1	1
RPAP1	744461	166	44	548400	136080	0	0	0	0	50	0	2405120	1	1
RPAP2	363408	559	0	261280	41120	0	0	0	0	50	2	2151120	1	1
RPAP3	429377	382	5	286240	43680	0	0	0	0	50	3	2015360	1	1
RPE	181785	778	-2	103440	19600	0	0	0	0	50	2	2396960	1	1
RPE65	201619	477	-16	225600	39360	0	0	0	0	50	2	2487840	1	1
RPF1	238252	685	-2	147200	26240	0	0	0	0	50	0	2076800	1	1
RPF2	343624	410	29	133040	20720	0	0	0	0	50	3	2637520	1	1
RPGR	141269	NaN	28	566560	84960	0	0	0	0	50	0	2817360	1	1
RPGRIP1	722324	263	39	538640	94160	0	0	0	0	50	0	2906800	1	1
RPGRIP1L	248316	406	-15	560800	87520	0	0	0	0	50	1	1992240	1	1
RPH3A	651570	527	28	291120	55280	0	0	1	0	43	5	2097680	1	1
RPH3AL	231893	591	2	128080	28720	0	0	0	0	50	0	2085920	1	1
RPIA	103964	309	18	127840	27360	0	0	0	0	50	1	2179360	1	1
RPL10	2277674	NaN	40	89680	17360	0	0	0	0	50	0	2468480	1	1
RPL10L	10737	1057	-48	86640	17200	0	0	0	0	50	0	2258560	1	1
RPL12	784133	209	45	70480	13680	0	0	0	0	50	2	2342560	1	1
RPL13	1094600	211	38	84800	20160	0	0	0	0	50	1	1919520	1	1
RPL13A	2173457	290	44	84400	18320	0	0	0	0	50	1	2344000	1	1
RPL14	195734	546	20	90000	18320	0	0	0	0	50	0	2028640	1	1
RPL15	399346	319	6	81440	18880	0	0	0	0	50	3	2449600	1	1
RPL17	236267	352	55	79200	13760	0	0	0	0	50	1	1869360	1	1
RPL18	1597109	242	31	76800	18400	0	0	0	0	50	2	2462400	1	1
RPL18A	1216364	212	37	72560	15600	0	0	0	0	50	1	2083360	1	1
RPL19	1426821	212	31	83600	14800	0	0	0	0	50	1	2312080	1	1
RPL21	284055	265	46	68960	11840	0	0	0	0	50	2	2450720	1	1
RPL22	627248	240	31	56560	7600	0	0	0	0	50	1	2104000	1	1
RPL22L1	211469	610	16	53520	7760	0	0	0	0	14	0	456400	1	1
RPL23	1255539	159	41	57920	12960	0	0	0	0	50	2	2625840	1	1
RPL23A	1695792	208	40	65680	12560	0	0	0	0	50	2	3046880	1	1
RPL24	548150	419	13	66720	12960	0	0	0	0	50	1	2331680	1	1
RPL26	772200	257	20	61280	11040	0	0	0	0	50	1	1958000	1	1
RPL26L1	488219	181	36	60880	11120	0	0	0	0	50	1	2238400	1	1
RPL27	1507064	201	26	57600	11040	0	0	0	0	50	3	2006160	1	1
RPL27A	338882	406	24	62240	11840	0	0	0	0	50	0	2395200	1	1
RPL28	1038859	194	22	111520	24160	0	0	0	0	50	2	1963440	1	1
RPL29	1045639	224	36	65200	13520	0	0	0	0	50	1	2090160	1	1
RPL3	932556	250	69	168160	32160	0	0	0	0	50	0	2329360	1	1
RPL30	625892	272	35	50560	8000	0	0	0	0	50	2	2599840	1	1
RPL31	335036	406	23	60240	12560	0	0	0	0	50	0	2428640	1	1
RPL32	508965	269	39	56800	10400	0	0	0	0	50	2	2291360	1	1
RPL34	160719	574	14	49600	10240	0	0	0	0	50	2	2229920	1	1
RPL35	1125524	207	41	51120	10960	0	0	0	0	50	1	2248960	1	1
RPL35A	612221	410	33	46320	9840	0	0	0	0	50	0	2263360	1	1
RPL36	879991	295	21	44080	9040	0	0	0	0	50	2	2324320	1	1
RPL36A	374364	NaN	37	47280	7280	0	0	0	0	50	1	2416480	1	1
RPL37	212186	526	19	40640	8640	0	0	0	0	50	0	2146800	1	1
RPL37A	590718	460	37	39360	7840	0	0	0	0	50	1	2654160	1	1
RPL38	297367	535	-8	32080	4880	0	0	0	0	50	0	2213440	1	1
RPL39	762240	NaN	61	22960	3600	0	0	0	0	3	0	157920	1	1
RPL39L	475647	452	36	22080	3520	0	0	0	0	29	0	1144080	1	1
RPL3L	1756887	183	42	166960	34960	0	0	0	0	50	2	2391040	1	1
RPL4	507061	219	40	175200	36640	0	0	0	0	50	1	1779520	1	1
RPL41	2878044	171	40	12880	1520	0	0	0	0	0	0	1520	1	1
RPL5	582788	274	4	126560	21600	0	0	0	0	50	2	2680320	1	1
RPL6	715909	201	31	119120	23440	0	0	0	0	50	0	2022720	1	1
RPL7	259225	340	19	105760	17760	0	0	0	0	50	2	2469200	1	1
RPL7A	1827885	416	28	110880	22400	0	0	0	0	50	0	1963440	1	1
RPL7L1	1086050	203	41	103040	19040	0	0	0	0	50	1	1999120	1	1
RPL8	1454261	384	20	101680	25680	0	0	0	0	50	3	2693440	1	1
RPL9	648710	177	43	82320	14640	0	0	0	0	50	2	2521600	1	1
RPLP0	1608347	225	59	128800	28640	0	0	0	0	50	2	2015120	1	1
RPLP1	307077	298	19	47040	10400	0	0	0	0	50	1	2636560	1	1
RPLP2	1799017	232	51	48480	9920	0	0	0	0	50	2	2209200	1	1
RPN1	1216952	303	49	246880	51040	0	0	0	0	50	0	2196320	1	1
RPN2	787991	404	44	289040	65200	0	0	0	0	50	0	2631280	1	1
RPP14	596733	221	40	53600	9600	0	0	0	0	50	0	2519680	1	1
RPP21	2023315	430	29	64640	12960	0	0	0	0	50	1	2242240	1	1
RPP25	792240	199	45	74240	21760	0	0	0	0	50	2	2509680	1	1
RPP30	103854	510	4	137200	28240	0	0	0	0	50	0	2014880	1	1
RPP40	119393	391	24	154640	25200	0	0	0	0	50	1	2375360	1	1
RPRD1A	370331	430	22	131120	23280	0	0	0	0	50	0	2802080	1	1
RPRD1B	582740	137	45	135280	25520	0	0	0	0	50	0	2168240	1	1
RPRD2	1460825	163	36	575520	132640	0	0	0	0	50	2	3158240	1	1
RPRM	22780	737	-11	42320	10480	0	0	0	0	7	0	509200	1	1
RPRML	618151	366	28	45280	12800	0	0	0	0	50	0	2284160	1	1
RPS10	892621	233	25	68720	14160	0	0	0	0	50	1	1828640	1	1
RPS11	2126800	210	42	67120	12400	0	0	0	0	50	0	2532080	1	1
RPS12	131337	443	18	57760	9600	0	0	0	0	50	1	2365920	1	1
RPS13	511749	436	14	63680	13120	0	0	0	0	50	2	2347360	1	1
RPS14	1087686	188	71	61120	14720	0	0	0	0	50	0	2040240	1	1
RPS15	2352825	221	38	59840	12800	0	0	0	0	50	1	2178240	1	1
RPS15A	728854	279	21	55600	10160	0	0	0	0	50	2	2680480	1	1
RPS16	1410725	230	39	59760	14000	0	0	0	0	50	1	3255920	1	1
RPS17	NaN	NaN	NaN	114720	22240	0	0	0	0	50	4	4518000	1	1
RPS18	1456953	262	30	64000	13280	0	0	0	0	50	1	2483360	1	1
RPS19	1360684	454	23	60400	12880	0	0	0	0	50	3	2132880	1	1
